,City,State,State name,County,lat,lng,Population,Density,county_lng,county_lat
2905,Camarillo,CA,California,Ventura,34.223,-119.0322,76931,1371.0,-119.13314299999999,34.358740999999995
2906,Moorpark,CA,California,Ventura,34.2855,-118.877,36375,1116.0,-119.13314299999999,34.358740999999995
2907,Santa Paula,CA,California,Ventura,34.3521,-119.0698,30233,2534.0,-119.13314299999999,34.358740999999995
2908,Port Hueneme,CA,California,Ventura,34.1617,-119.2036,21926,1913.0,-119.13314299999999,34.358740999999995
2909,Fillmore,CA,California,Ventura,34.3989,-118.9181,15954,1821.0,-119.13314299999999,34.358740999999995
2910,Oak Park,CA,California,Ventura,34.1849,-118.7669,13730,1001.0,-119.13314299999999,34.358740999999995
2911,Ojai,CA,California,Ventura,34.4487,-119.2469,7470,663.0,-119.13314299999999,34.358740999999995
2912,Mira Monte,CA,California,Ventura,34.4284,-119.2853,6912,583.0,-119.13314299999999,34.358740999999995
2913,El Rio,CA,California,Ventura,34.2452,-119.1568,6505,1236.0,-119.13314299999999,34.358740999999995
2914,Oak View,CA,California,Ventura,34.399,-119.2976,4720,928.0,-119.13314299999999,34.358740999999995
2915,Meiners Oaks,CA,California,Ventura,34.4505,-119.2731,3508,961.0,-119.13314299999999,34.358740999999995
2916,Casa Conejo,CA,California,Ventura,34.1847,-118.9445,3366,2755.0,-119.13314299999999,34.358740999999995
2917,Santa Rosa Valley,CA,California,Ventura,34.2453,-118.9023,3180,177.0,-119.13314299999999,34.358740999999995
2918,Channel Islands Beach,CA,California,Ventura,34.1586,-119.2231,2864,2712.0,-119.13314299999999,34.358740999999995
2919,Bell Canyon,CA,California,Ventura,34.2081,-118.6876,2391,253.0,-119.13314299999999,34.358740999999995
2920,Piru,CA,California,Ventura,34.4075,-118.7999,2019,277.0,-119.13314299999999,34.358740999999995
2921,Lake Sherwood,CA,California,Ventura,34.1339,-118.8804,1835,225.0,-119.13314299999999,34.358740999999995
2922,Saticoy,CA,California,Ventura,34.2819,-119.1452,1201,1236.0,-119.13314299999999,34.358740999999995
2923,Santa Susana,CA,California,Ventura,34.258,-118.6662,1050,364.0,-119.13314299999999,34.358740999999995
2924,Scranton,PA,Pennsylvania,Lackawanna,41.4044,-75.6649,384250,1169.0,-75.609587,41.44025
2925,Dunmore,PA,Pennsylvania,Lackawanna,41.4152,-75.6072,12954,560.0,-75.609587,41.44025
2926,Carbondale,PA,Pennsylvania,Lackawanna,41.5714,-75.5048,8383,998.0,-75.609587,41.44025
2927,Old Forge,PA,Pennsylvania,Lackawanna,41.3705,-75.7409,7894,892.0,-75.609587,41.44025
2928,Archbald,PA,Pennsylvania,Lackawanna,41.5077,-75.5453,7030,158.0,-75.609587,41.44025
2929,Blakely,PA,Pennsylvania,Lackawanna,41.4859,-75.6012,6210,628.0,-75.609587,41.44025
2930,Taylor,PA,Pennsylvania,Lackawanna,41.3957,-75.7147,5913,438.0,-75.609587,41.44025
2931,Moosic,PA,Pennsylvania,Lackawanna,41.3584,-75.7027,5832,347.0,-75.609587,41.44025
2932,Dickson City,PA,Pennsylvania,Lackawanna,41.4684,-75.6358,5761,463.0,-75.609587,41.44025
2933,Olyphant,PA,Pennsylvania,Lackawanna,41.4507,-75.5753,5023,356.0,-75.609587,41.44025
2934,Clarks Summit,PA,Pennsylvania,Lackawanna,41.4902,-75.7065,4865,1184.0,-75.609587,41.44025
2935,Jessup,PA,Pennsylvania,Lackawanna,41.4622,-75.5478,4400,252.0,-75.609587,41.44025
2936,Throop,PA,Pennsylvania,Lackawanna,41.4382,-75.5926,3896,302.0,-75.609587,41.44025
2937,Moscow,PA,Pennsylvania,Lackawanna,41.3417,-75.5316,2823,275.0,-75.609587,41.44025
2938,Chinchilla,PA,Pennsylvania,Lackawanna,41.4846,-75.666,2192,338.0,-75.609587,41.44025
2939,Jermyn,PA,Pennsylvania,Lackawanna,41.5274,-75.5455,2053,1000.0,-75.609587,41.44025
2940,Mount Cobb,PA,Pennsylvania,Lackawanna,41.4215,-75.5005,1913,103.0,-75.609587,41.44025
2941,Mayfield,PA,Pennsylvania,Lackawanna,41.5394,-75.5315,1695,267.0,-75.609587,41.44025
2942,Clarks Green,PA,Pennsylvania,Lackawanna,41.5009,-75.6952,1394,1008.0,-75.609587,41.44025
2943,Simpson,PA,Pennsylvania,Lackawanna,41.5945,-75.4813,1238,541.0,-75.609587,41.44025
2944,Big Bass Lake,PA,Pennsylvania,Lackawanna,41.2525,-75.4795,1236,115.0,-75.609587,41.44025
2945,Dalton,PA,Pennsylvania,Lackawanna,41.5382,-75.739,1188,151.0,-75.609587,41.44025
2946,Vandling,PA,Pennsylvania,Lackawanna,41.631,-75.4703,705,207.0,-75.609587,41.44025
2947,Modesto,CA,California,Stanislaus,37.6374,-121.0028,383134,1933.0,-121.002656,37.562384
2948,Turlock,CA,California,Stanislaus,37.5053,-120.8588,107317,1679.0,-121.002656,37.562384
2949,Ceres,CA,California,Stanislaus,37.5953,-120.9625,48706,2009.0,-121.002656,37.562384
2950,Riverbank,CA,California,Stanislaus,37.7268,-120.9402,24881,2372.0,-121.002656,37.562384
2951,Oakdale,CA,California,Stanislaus,37.7616,-120.847,23596,1473.0,-121.002656,37.562384
2952,Patterson,CA,California,Stanislaus,37.4758,-121.1535,22930,1115.0,-121.002656,37.562384
2953,Salida,CA,California,Stanislaus,37.7145,-121.087,14658,1069.0,-121.002656,37.562384
2954,Newman,CA,California,Stanislaus,37.3157,-121.0211,11783,2206.0,-121.002656,37.562384
2955,Waterford,CA,California,Stanislaus,37.6429,-120.7553,9648,1467.0,-121.002656,37.562384
2956,Hughson,CA,California,Stanislaus,37.602,-120.866,7565,1503.0,-121.002656,37.562384
2957,Keyes,CA,California,Stanislaus,37.5618,-120.9088,6185,848.0,-121.002656,37.562384
2958,West Modesto,CA,California,Stanislaus,37.618,-121.0343,5911,1600.0,-121.002656,37.562384
2959,Bret Harte,CA,California,Stanislaus,37.6021,-121.0045,5319,3732.0,-121.002656,37.562384
2960,Denair,CA,California,Stanislaus,37.5262,-120.7994,5131,949.0,-121.002656,37.562384
2961,Bystrom,CA,California,Stanislaus,37.6199,-120.9827,4099,2243.0,-121.002656,37.562384
2962,Empire,CA,California,Stanislaus,37.6432,-120.9045,3667,885.0,-121.002656,37.562384
2963,East Oakdale,CA,California,Stanislaus,37.7854,-120.8007,3344,240.0,-121.002656,37.562384
2964,Rouse,CA,California,Stanislaus,37.6196,-121.0084,2420,3920.0,-121.002656,37.562384
2965,Riverdale Park,CA,California,Stanislaus,37.6028,-121.0425,1301,345.0,-121.002656,37.562384
2966,Del Rio,CA,California,Stanislaus,37.7432,-121.0091,1235,228.0,-121.002656,37.562384
2967,Grayson,CA,California,Stanislaus,37.565,-121.1794,1224,2119.0,-121.002656,37.562384
2968,Airport,CA,California,Stanislaus,37.6324,-120.9774,1222,821.0,-121.002656,37.562384
2969,Parklawn,CA,California,Stanislaus,37.6069,-120.9793,1082,2513.0,-121.002656,37.562384
2970,Diablo Grande,CA,California,Stanislaus,37.4006,-121.2699,841,63.0,-121.002656,37.562384
2971,Westley,CA,California,Stanislaus,37.5444,-121.2035,838,896.0,-121.002656,37.562384
2972,Cowan,CA,California,Stanislaus,37.5601,-120.9888,570,1561.0,-121.002656,37.562384
2973,Hickman,CA,California,Stanislaus,37.6228,-120.7532,566,281.0,-121.002656,37.562384
2974,Monterey Park Tract,CA,California,Stanislaus,37.5268,-121.0115,291,2377.0,-121.002656,37.562384
2975,Crows Landing,CA,California,Stanislaus,37.3947,-121.0843,278,33.0,-121.002656,37.562384
2976,Valley Home,CA,California,Stanislaus,37.8272,-120.9144,202,67.0,-121.002656,37.562384
2977,Kissimmee,FL,Florida,Osceola,28.3042,-81.4164,382720,1349.0,-81.139312,28.059027
2978,St. Cloud,FL,Florida,Osceola,28.2294,-81.2829,54579,1038.0,-81.139312,28.059027
2979,Buenaventura Lakes,FL,Florida,Osceola,28.3349,-81.3539,34085,2359.0,-81.139312,28.059027
2980,Celebration,FL,Florida,Osceola,28.3102,-81.551,9329,342.0,-81.139312,28.059027
2981,Campbell,FL,Florida,Osceola,28.2603,-81.4525,2095,429.0,-81.139312,28.059027
2982,Yeehaw Junction,FL,Florida,Osceola,27.6993,-80.8871,320,66.0,-81.139312,28.059027
2983,Aurora,CO,Colorado,Adams,39.7087,-104.7273,379289,949.0,-104.331872,39.874325
2984,Thornton,CO,Colorado,Adams,39.9197,-104.9438,141464,1521.0,-104.331872,39.874325
2985,Westminster,CO,Colorado,Adams,39.8837,-105.0624,113166,1383.0,-104.331872,39.874325
2986,Commerce City,CO,Colorado,Adams,39.8642,-104.8434,60336,652.0,-104.331872,39.874325
2987,Brighton,CO,Colorado,Adams,39.9716,-104.7964,41554,757.0,-104.331872,39.874325
2988,Northglenn,CO,Colorado,Adams,39.9108,-104.9783,38819,2038.0,-104.331872,39.874325
2989,Sherrelwood,CO,Colorado,Adams,39.839,-105.0014,19243,3059.0,-104.331872,39.874325
2990,Welby,CO,Colorado,Adams,39.8403,-104.9655,16352,1703.0,-104.331872,39.874325
2991,Federal Heights,CO,Colorado,Adams,39.8651,-105.0154,12827,2788.0,-104.331872,39.874325
2992,Berkley,CO,Colorado,Adams,39.8045,-105.0281,11822,1264.0,-104.331872,39.874325
2993,Derby,CO,Colorado,Adams,39.8401,-104.9171,9084,2004.0,-104.331872,39.874325
2994,Twin Lakes,CO,Colorado,Adams,39.8229,-105.0036,7586,1781.0,-104.331872,39.874325
2995,Shaw Heights,CO,Colorado,Adams,39.8566,-105.039,5459,3008.0,-104.331872,39.874325
2996,Todd Creek,CO,Colorado,Adams,39.9795,-104.8726,4286,170.0,-104.331872,39.874325
2997,Bennett,CO,Colorado,Adams,39.7367,-104.4287,2798,186.0,-104.331872,39.874325
2998,North Washington,CO,Colorado,Adams,39.8085,-104.9792,553,41.0,-104.331872,39.874325
2999,Youngstown,OH,Ohio,Mahoning,41.0993,-80.6463,378732,744.0,-80.77039599999999,41.01088
3000,Boardman,OH,Ohio,Mahoning,41.0334,-80.6671,34557,882.0,-80.77039599999999,41.01088
3001,Austintown,OH,Ohio,Mahoning,41.0932,-80.7405,28386,943.0,-80.77039599999999,41.01088
3002,Struthers,OH,Ohio,Mahoning,41.051,-80.592,10111,1072.0,-80.77039599999999,41.01088
3003,Campbell,OH,Ohio,Mahoning,41.0777,-80.5904,7785,808.0,-80.77039599999999,41.01088
3004,Canfield,OH,Ohio,Mahoning,41.0315,-80.7672,7176,602.0,-80.77039599999999,41.01088
3005,Sebring,OH,Ohio,Mahoning,40.9207,-81.0231,4186,647.0,-80.77039599999999,41.01088
3006,Poland,OH,Ohio,Mahoning,41.022,-80.6156,2378,561.0,-80.77039599999999,41.01088
3007,New Middletown,OH,Ohio,Mahoning,40.9646,-80.5597,1550,685.0,-80.77039599999999,41.01088
3008,Craig Beach,OH,Ohio,Mahoning,41.116,-80.9828,1110,546.0,-80.77039599999999,41.01088
3009,Lowellville,OH,Ohio,Mahoning,41.039,-80.5463,1092,309.0,-80.77039599999999,41.01088
3010,Beloit,OH,Ohio,Mahoning,40.9196,-80.9963,924,365.0,-80.77039599999999,41.01088
3011,Maple Ridge,OH,Ohio,Mahoning,40.9143,-81.0468,853,178.0,-80.77039599999999,41.01088
3012,Lake Milton,OH,Ohio,Mahoning,41.096,-80.9812,582,151.0,-80.77039599999999,41.01088
3013,Damascus,OH,Ohio,Mahoning,40.9042,-80.9524,402,194.0,-80.77039599999999,41.01088
3014,Fayetteville,AR,Arkansas,Washington,36.0713,-94.166,351246,625.0,-94.218417,35.971209
3015,Springdale,AR,Arkansas,Washington,36.1899,-94.1574,81125,668.0,-94.218417,35.971209
3016,Farmington,AR,Arkansas,Washington,36.037,-94.2537,7400,290.0,-94.218417,35.971209
3017,Prairie Grove,AR,Arkansas,Washington,35.9858,-94.3048,4943,280.0,-94.218417,35.971209
3018,Tontitown,AR,Arkansas,Washington,36.1642,-94.2457,4358,93.0,-94.218417,35.971209
3019,Johnson,AR,Arkansas,Washington,36.1328,-94.1757,3742,399.0,-94.218417,35.971209
3020,Elkins,AR,Arkansas,Washington,36.0163,-94.025,3487,332.0,-94.218417,35.971209
3021,West Fork,AR,Arkansas,Washington,35.9357,-94.1799,2655,277.0,-94.218417,35.971209
3022,Lincoln,AR,Arkansas,Washington,35.949,-94.4174,2481,335.0,-94.218417,35.971209
3023,Elm Springs,AR,Arkansas,Washington,36.2069,-94.2366,2472,166.0,-94.218417,35.971209
3024,Goshen,AR,Arkansas,Washington,36.1043,-94.0035,1941,65.0,-94.218417,35.971209
3025,Greenland,AR,Arkansas,Washington,35.9965,-94.1903,1403,137.0,-94.218417,35.971209
3026,Winslow,AR,Arkansas,Washington,35.8008,-94.1305,424,89.0,-94.218417,35.971209
3027,Pensacola,FL,Florida,Escambia,30.4427,-87.1886,346921,903.0,-87.33904,30.611664
3028,Ferry Pass,FL,Florida,Escambia,30.5203,-87.1903,34416,953.0,-87.33904,30.611664
3029,Ensley,FL,Florida,Escambia,30.5261,-87.2735,22844,724.0,-87.33904,30.611664
3030,Brent,FL,Florida,Escambia,30.4729,-87.2496,22056,820.0,-87.33904,30.611664
3031,Bellview,FL,Florida,Escambia,30.462,-87.312,21269,705.0,-87.33904,30.611664
3032,West Pensacola,FL,Florida,Escambia,30.4263,-87.2679,21243,1143.0,-87.33904,30.611664
3033,Myrtle Grove,FL,Florida,Escambia,30.4158,-87.3028,16886,981.0,-87.33904,30.611664
3034,Warrington,FL,Florida,Escambia,30.3821,-87.2944,14487,806.0,-87.33904,30.611664
3035,Gonzalez,FL,Florida,Escambia,30.5822,-87.2906,13962,356.0,-87.33904,30.611664
3036,Goulding,FL,Florida,Escambia,30.4397,-87.2299,4297,1399.0,-87.33904,30.611664
3037,Century,FL,Florida,Escambia,30.9766,-87.2629,3610,221.0,-87.33904,30.611664
3038,Molino,FL,Florida,Escambia,30.7123,-87.324,1163,64.0,-87.33904,30.611664
3039,Victorville,CA,California,San Bernardino,34.5277,-117.3536,346789,641.0,-116.181197,34.85722
3040,San Bernardino,CA,California,San Bernardino,34.1417,-117.2946,215784,1341.0,-116.181197,34.85722
3041,Fontana,CA,California,San Bernardino,34.0968,-117.4599,214547,1923.0,-116.181197,34.85722
3042,Ontario,CA,California,San Bernardino,34.0393,-117.6064,185010,1429.0,-116.181197,34.85722
3043,Rancho Cucamonga,CA,California,San Bernardino,34.1248,-117.5666,177603,1709.0,-116.181197,34.85722
3044,Rialto,CA,California,San Bernardino,34.1174,-117.3894,103526,1665.0,-116.181197,34.85722
3045,Hesperia,CA,California,San Bernardino,34.3975,-117.3147,95750,508.0,-116.181197,34.85722
3046,Chino,CA,California,San Bernardino,33.9836,-117.6654,94371,1229.0,-116.181197,34.85722
3047,Chino Hills,CA,California,San Bernardino,33.9508,-117.7253,83853,724.0,-116.181197,34.85722
3048,Upland,CA,California,San Bernardino,34.1178,-117.6603,77140,1907.0,-116.181197,34.85722
3049,Apple Valley,CA,California,San Bernardino,34.5328,-117.2104,73453,378.0,-116.181197,34.85722
3050,Redlands,CA,California,San Bernardino,34.0511,-117.1712,71513,770.0,-116.181197,34.85722
3051,Highland,CA,California,San Bernardino,34.1113,-117.1654,55417,1141.0,-116.181197,34.85722
3052,Colton,CA,California,San Bernardino,34.0538,-117.3254,54824,1362.0,-116.181197,34.85722
3053,Yucaipa,CA,California,San Bernardino,34.0336,-117.0429,53921,735.0,-116.181197,34.85722
3054,Montclair,CA,California,San Bernardino,34.0714,-117.698,40083,2806.0,-116.181197,34.85722
3055,Adelanto,CA,California,San Bernardino,34.5815,-117.4397,34049,248.0,-116.181197,34.85722
3056,Barstow,CA,California,San Bernardino,34.8661,-117.0472,30605,223.0,-116.181197,34.85722
3057,Yucca Valley,CA,California,San Bernardino,34.1234,-116.4216,25042,211.0,-116.181197,34.85722
3058,Loma Linda,CA,California,San Bernardino,34.0451,-117.2498,24482,1234.0,-116.181197,34.85722
3059,Bloomington,CA,California,San Bernardino,34.0601,-117.4013,21783,1385.0,-116.181197,34.85722
3060,Phelan,CA,California,San Bernardino,34.4398,-117.5248,15532,99.0,-116.181197,34.85722
3061,Muscoy,CA,California,San Bernardino,34.155,-117.3477,13726,1755.0,-116.181197,34.85722
3062,Twentynine Palms,CA,California,San Bernardino,34.1478,-116.0659,13423,171.0,-116.181197,34.85722
3063,Big Bear City,CA,California,San Bernardino,34.2536,-116.7903,13312,160.0,-116.181197,34.85722
3064,Grand Terrace,CA,California,San Bernardino,34.0312,-117.3132,12584,1385.0,-116.181197,34.85722
3065,Mentone,CA,California,San Bernardino,34.0609,-117.1108,9847,622.0,-116.181197,34.85722
3066,Lake Arrowhead,CA,California,San Bernardino,34.2531,-117.1945,9765,212.0,-116.181197,34.85722
3067,Oak Hills,CA,California,San Bernardino,34.3912,-117.4125,9700,153.0,-116.181197,34.85722
3068,Crestline,CA,California,San Bernardino,34.2486,-117.289,9381,261.0,-116.181197,34.85722
3069,Fort Irwin,CA,California,San Bernardino,35.2476,-116.6834,9086,503.0,-116.181197,34.85722
3070,Needles,CA,California,San Bernardino,34.8164,-114.6189,8752,62.0,-116.181197,34.85722
3071,Spring Valley Lake,CA,California,San Bernardino,34.4987,-117.2683,7744,988.0,-116.181197,34.85722
3072,Piñon Hills,CA,California,San Bernardino,34.4438,-117.6214,7592,91.0,-116.181197,34.85722
3073,Joshua Tree,CA,California,San Bernardino,34.1236,-116.3128,6980,74.0,-116.181197,34.85722
3074,Silver Lakes,CA,California,San Bernardino,34.7519,-117.3431,5966,445.0,-116.181197,34.85722
3075,Lucerne Valley,CA,California,San Bernardino,34.4427,-116.9021,5423,19.0,-116.181197,34.85722
3076,Big Bear Lake,CA,California,San Bernardino,34.2429,-116.8951,5279,326.0,-116.181197,34.85722
3077,Running Springs,CA,California,San Bernardino,34.2104,-117.1147,4296,394.0,-116.181197,34.85722
3078,Wrightwood,CA,California,San Bernardino,34.3495,-117.6299,4283,279.0,-116.181197,34.85722
3079,Mountain View Acres,CA,California,San Bernardino,34.4976,-117.3472,4260,1035.0,-116.181197,34.85722
3080,Lenwood,CA,California,San Bernardino,34.8861,-117.1078,3884,720.0,-116.181197,34.85722
3081,Morongo Valley,CA,California,San Bernardino,34.0724,-116.5627,3262,49.0,-116.181197,34.85722
3082,San Antonio Heights,CA,California,San Bernardino,34.1571,-117.6592,3034,497.0,-116.181197,34.85722
3083,Homestead Valley,CA,California,San Bernardino,34.273,-116.4145,2723,31.0,-116.181197,34.85722
3084,Searles Valley,CA,California,San Bernardino,35.7701,-117.3967,1646,60.0,-116.181197,34.85722
3085,Big River,CA,California,San Bernardino,34.1393,-114.3604,1145,40.0,-116.181197,34.85722
3086,Lytle Creek,CA,California,San Bernardino,34.2499,-117.5044,724,46.0,-116.181197,34.85722
3087,Baker,CA,California,San Bernardino,35.2769,-116.0718,607,87.0,-116.181197,34.85722
3088,Oak Glen,CA,California,San Bernardino,34.0448,-116.9497,420,10.0,-116.181197,34.85722
3089,Bluewater,CA,California,San Bernardino,34.176,-114.264,161,59.0,-116.181197,34.85722
3090,Greensboro,NC,North Carolina,Guilford,36.0956,-79.8269,343090,887.0,-79.78866500000001,36.079065
3091,High Point,NC,North Carolina,Guilford,35.9907,-79.9938,179913,777.0,-79.78866500000001,36.079065
3092,Summerfield,NC,North Carolina,Guilford,36.1973,-79.8997,11376,166.0,-79.78866500000001,36.079065
3093,Gibsonville,NC,North Carolina,Guilford,36.0991,-79.5417,7339,784.0,-79.78866500000001,36.079065
3094,Oak Ridge,NC,North Carolina,Guilford,36.174,-79.9916,7049,165.0,-79.78866500000001,36.079065
3095,Stokesdale,NC,North Carolina,Guilford,36.2318,-79.9834,5489,111.0,-79.78866500000001,36.079065
3096,Pleasant Garden,NC,North Carolina,Guilford,35.9595,-79.7599,4932,126.0,-79.78866500000001,36.079065
3097,Jamestown,NC,North Carolina,Guilford,35.9985,-79.9347,4487,578.0,-79.78866500000001,36.079065
3098,Forest Oaks,NC,North Carolina,Guilford,35.9889,-79.7079,3683,296.0,-79.78866500000001,36.079065
3099,McLeansville,NC,North Carolina,Guilford,36.1045,-79.6554,897,56.0,-79.78866500000001,36.079065
3100,Sedalia,NC,North Carolina,Guilford,36.076,-79.6208,684,132.0,-79.78866500000001,36.079065
3101,Whitsett,NC,North Carolina,Guilford,36.0783,-79.572,639,95.0,-79.78866500000001,36.079065
3102,Corpus Christi,TX,Texas,Nueces,27.726,-97.3755,342464,789.0,-97.52164300000001,27.739406
3103,Robstown,TX,Texas,Nueces,27.7886,-97.6685,11755,280.0,-97.52164300000001,27.739406
3104,Port Aransas,TX,Texas,Nueces,27.8102,-97.0875,4266,184.0,-97.52164300000001,27.739406
3105,Bishop,TX,Texas,Nueces,27.5851,-97.7977,3038,498.0,-97.52164300000001,27.739406
3106,North San Pedro,TX,Texas,Nueces,27.8027,-97.682,890,3545.0,-97.52164300000001,27.739406
3107,Rancho Banquete,TX,Texas,Nueces,27.8094,-97.8455,838,112.0,-97.52164300000001,27.739406
3108,Driscoll,TX,Texas,Nueces,27.673,-97.751,746,247.0,-97.52164300000001,27.739406
3109,Spring Gardens,TX,Texas,Nueces,27.7615,-97.7419,643,247.0,-97.52164300000001,27.739406
3110,La Paloma-Lost Creek,TX,Texas,Nueces,27.7195,-97.7391,586,26.0,-97.52164300000001,27.739406
3111,Tierra Grande,TX,Texas,Nueces,27.7037,-97.5718,466,38.0,-97.52164300000001,27.739406
3112,Tierra Verde,TX,Texas,Nueces,27.7616,-97.7174,428,82.0,-97.52164300000001,27.739406
3113,Banquete,TX,Texas,Nueces,27.8007,-97.7972,389,63.0,-97.52164300000001,27.739406
3114,Sandy Hollow-Escondidas,TX,Texas,Nueces,27.9452,-97.8061,301,14.0,-97.52164300000001,27.739406
3115,Petronila,TX,Texas,Nueces,27.6713,-97.6322,120,25.0,-97.52164300000001,27.739406
3116,Fort Wayne,IN,Indiana,Allen,41.0886,-85.1437,334122,943.0,-85.07223,41.091854999999995
3117,New Haven,IN,Indiana,Allen,41.0675,-85.0175,15922,515.0,-85.07223,41.091854999999995
3118,Huntertown,IN,Indiana,Allen,41.2155,-85.1715,6824,556.0,-85.07223,41.091854999999995
3119,Leo-Cedarville,IN,Indiana,Allen,41.2199,-85.0192,3858,402.0,-85.07223,41.091854999999995
3120,Woodburn,IN,Indiana,Allen,41.1287,-84.8501,1639,661.0,-85.07223,41.091854999999995
3121,Harlan,IN,Indiana,Allen,41.1966,-84.9245,1540,191.0,-85.07223,41.091854999999995
3122,Monroeville,IN,Indiana,Allen,40.9732,-84.8673,1341,711.0,-85.07223,41.091854999999995
3123,Grabill,IN,Indiana,Allen,41.2098,-84.9681,1152,720.0,-85.07223,41.091854999999995
3124,Hoagland,IN,Indiana,Allen,40.952,-84.9955,885,100.0,-85.07223,41.091854999999995
3125,Flint,MI,Michigan,Genesee,43.0235,-83.6922,332190,1103.0,-83.706372,43.021077000000005
3126,Burton,MI,Michigan,Genesee,42.9974,-83.6175,28574,472.0,-83.706372,43.021077000000005
3127,Fenton,MI,Michigan,Genesee,42.7994,-83.7144,11403,661.0,-83.706372,43.021077000000005
3128,Beecher,MI,Michigan,Genesee,43.0903,-83.7039,9128,599.0,-83.706372,43.021077000000005
3129,Flushing,MI,Michigan,Genesee,43.0637,-83.8403,7880,841.0,-83.706372,43.021077000000005
3130,Grand Blanc,MI,Michigan,Genesee,42.9258,-83.6181,7870,841.0,-83.706372,43.021077000000005
3131,Goodrich,MI,Michigan,Genesee,42.9147,-83.5092,5935,331.0,-83.706372,43.021077000000005
3132,Swartz Creek,MI,Michigan,Genesee,42.9626,-83.826,5501,522.0,-83.706372,43.021077000000005
3133,Lake Fenton,MI,Michigan,Genesee,42.8453,-83.7086,5331,373.0,-83.706372,43.021077000000005
3134,Davison,MI,Michigan,Genesee,43.0319,-83.5186,4881,948.0,-83.706372,43.021077000000005
3135,Linden,MI,Michigan,Genesee,42.8194,-83.7811,3939,645.0,-83.706372,43.021077000000005
3136,Mount Morris,MI,Michigan,Genesee,43.1176,-83.6987,2842,955.0,-83.706372,43.021077000000005
3137,Clio,MI,Michigan,Genesee,43.1773,-83.7355,2497,870.0,-83.706372,43.021077000000005
3138,Argentine,MI,Michigan,Genesee,42.7905,-83.8356,2478,404.0,-83.706372,43.021077000000005
3139,Montrose,MI,Michigan,Genesee,43.1765,-83.8932,1549,612.0,-83.706372,43.021077000000005
3140,Otisville,MI,Michigan,Genesee,43.1661,-83.5247,835,365.0,-83.706372,43.021077000000005
3141,Gaines,MI,Michigan,Genesee,42.8725,-83.9108,358,370.0,-83.706372,43.021077000000005
3142,Fayetteville,NC,North Carolina,Cumberland,35.0846,-78.9776,327435,552.0,-78.82871899999999,35.050191999999996
3143,Hope Mills,NC,North Carolina,Cumberland,34.969,-78.9559,15849,826.0,-78.82871899999999,35.050191999999996
3144,Spring Lake,NC,North Carolina,Cumberland,35.1842,-78.9959,12005,196.0,-78.82871899999999,35.050191999999996
3145,Eastover,NC,North Carolina,Cumberland,35.0958,-78.7862,3762,128.0,-78.82871899999999,35.050191999999996
3146,Vander,NC,North Carolina,Cumberland,35.0347,-78.7888,1218,126.0,-78.82871899999999,35.050191999999996
3147,Stedman,NC,North Carolina,Cumberland,35.0129,-78.7027,1076,199.0,-78.82871899999999,35.050191999999996
3148,Wade,NC,North Carolina,Cumberland,35.1639,-78.7371,583,126.0,-78.82871899999999,35.050191999999996
3149,Falcon,NC,North Carolina,Cumberland,35.1937,-78.6489,270,75.0,-78.82871899999999,35.050191999999996
3150,Godwin,NC,North Carolina,Cumberland,35.2134,-78.6771,143,106.0,-78.82871899999999,35.050191999999996
3151,Linden,NC,North Carolina,Cumberland,35.2546,-78.7483,133,101.0,-78.82871899999999,35.050191999999996
3152,Jackson,MS,Mississippi,Hinds,32.3163,-90.2124,325350,558.0,-90.4659,32.267922999999996
3153,Clinton,MS,Mississippi,Hinds,32.354,-90.3403,24440,225.0,-90.4659,32.267922999999996
3154,Byram,MS,Mississippi,Hinds,32.189,-90.2861,11428,240.0,-90.4659,32.267922999999996
3155,Raymond,MS,Mississippi,Hinds,32.2609,-90.4083,3476,272.0,-90.4659,32.267922999999996
3156,Terry,MS,Mississippi,Hinds,32.1047,-90.298,1227,124.0,-90.4659,32.267922999999996
3157,Edwards,MS,Mississippi,Hinds,32.3326,-90.6055,1005,233.0,-90.4659,32.267922999999996
3158,Utica,MS,Mississippi,Hinds,32.1061,-90.6221,883,113.0,-90.4659,32.267922999999996
3159,Bolton,MS,Mississippi,Hinds,32.3546,-90.4586,531,134.0,-90.4659,32.267922999999996
3160,Learned,MS,Mississippi,Hinds,32.1972,-90.5486,88,101.0,-90.4659,32.267922999999996
3161,Santa Rosa,CA,California,Sonoma,38.4458,-122.7067,324634,1605.0,-122.945194,38.532574
3162,Petaluma,CA,California,Sonoma,38.2423,-122.6267,66929,1620.0,-122.945194,38.532574
3163,Rohnert Park,CA,California,Sonoma,38.348,-122.6964,43291,2386.0,-122.945194,38.532574
3164,Sonoma,CA,California,Sonoma,38.2902,-122.4598,33831,1551.0,-122.945194,38.532574
3165,Windsor,CA,California,Sonoma,38.5417,-122.8086,27128,1440.0,-122.945194,38.532574
3166,Healdsburg,CA,California,Sonoma,38.6229,-122.8651,11845,1024.0,-122.945194,38.532574
3167,Cloverdale,CA,California,Sonoma,38.7961,-123.0151,9205,1067.0,-122.945194,38.532574
3168,Larkfield-Wikiup,CA,California,Sonoma,38.513,-122.7536,8926,649.0,-122.945194,38.532574
3169,Boyes Hot Springs,CA,California,Sonoma,38.3126,-122.4888,7863,2863.0,-122.945194,38.532574
3170,Sebastopol,CA,California,Sonoma,38.4001,-122.8276,7674,1573.0,-122.945194,38.532574
